Topologia,Avg_RSSI,DIO_Count,DIS_Count,Rank_Changes,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Attack_Class
Grid_100,-65.9,91,10,1,100.0,40.0,13.33,1.0,Normal
Grid_100,-64.2,68,10,2,96.11,40.0,11.25,1.0,Normal
Grid_100,-66.9,81,8,1,92.03,40.0,15.23,1.0,Normal
Grid_100,-65.4,82,7,2,97.35,40.0,14.2,1.0,Normal
Grid_100,-65.5,81,10,2,94.5,40.0,11.99,1.0,Normal
Grid_100,-66.3,77,11,0,88.16,40.0,10.83,1.0,Normal
Grid_100,-66.5,77,6,2,93.07,40.0,14.19,1.0,Normal
Grid_100,-67.3,69,8,1,92.2,40.0,13.79,1.0,Normal
Grid_100,-65.9,89,11,1,94.74,40.0,12.99,1.0,Normal
Grid_100,-65.1,73,6,2,95.01,40.0,13.1,1.0,Normal
Grid_100,-64.8,76,7,0,97.57,40.0,13.69,1.0,Normal
Grid_100,-65.4,90,9,1,90.71,40.0,12.76,1.0,Normal
Grid_100,-64.0,86,7,0,91.43,40.0,13.01,1.0,Normal
Grid_100,-63.5,79,9,0,93.2,40.0,12.76,1.0,Normal
Grid_100,-64.6,82,9,1,89.54,40.0,13.44,1.0,Normal
Grid_100,-66.3,82,9,0,92.38,40.0,12.64,1.0,Normal
Grid_100,-65.3,83,9,0,97.93,40.0,11.73,1.0,Normal
Grid_100,-69.3,79,9,2,91.12,40.0,11.31,1.0,Normal
Grid_100,-67.9,90,10,1,95.09,40.0,13.62,1.0,Normal
Grid_100,-65.8,81,9,0,98.06,40.0,12.14,1.0,Normal
Grid_100,-65.1,88,10,1,100.0,40.0,14.27,1.0,Normal
Grid_100,-67.6,76,9,1,99.43,40.0,12.03,1.0,Normal
Grid_100,-65.9,90,8,1,97.0,40.0,13.7,1.0,Normal
Grid_100,-63.7,78,10,1,93.9,40.0,13.95,1.0,Normal
Grid_100,-66.2,70,11,1,95.86,40.0,12.47,1.0,Normal
Grid_100,-66.6,76,8,0,94.21,40.0,10.74,1.0,Normal
Grid_100,-64.3,89,10,0,95.08,40.0,13.13,1.0,Normal
Grid_100,-66.7,97,7,2,98.96,40.0,13.73,1.0,Normal
Grid_100,-66.5,83,12,1,100.0,40.0,12.57,1.0,Normal
Grid_100,-67.1,83,8,1,94.32,40.0,12.44,1.0,Normal
Grid_100,-65.4,74,9,1,100.0,40.0,14.03,1.0,Normal
Grid_100,-64.4,85,11,2,95.38,40.0,12.53,1.0,Normal
Grid_100,-67.2,76,10,2,89.01,40.0,12.53,1.0,Normal
Grid_100,-64.8,77,13,2,89.19,40.0,10.79,1.0,Normal
Grid_100,-67.8,79,10,1,100.0,40.0,13.51,1.0,Normal
Grid_100,-65.0,83,11,0,99.25,40.0,12.86,1.0,Normal
Grid_100,-65.3,71,9,0,93.68,40.0,12.51,1.0,Normal
Grid_100,-63.9,91,9,2,100.0,40.0,9.15,1.0,Normal
Grid_100,-63.0,84,12,1,91.05,40.0,13.62,1.0,Normal
Grid_100,-64.8,94,10,0,100.0,40.0,11.56,1.0,Normal
Grid_100,-62.7,82,11,1,97.64,40.0,10.7,1.0,Normal
Grid_100,-61.6,65,11,1,94.78,40.0,12.73,1.0,Normal
Grid_100,-63.4,67,11,0,88.07,40.0,11.42,1.0,Normal
Grid_100,-60.5,84,12,0,100.0,40.0,12.89,1.0,Normal
Grid_100,-65.9,70,8,0,94.35,40.0,12.4,1.0,Normal
Grid_100,-67.1,85,12,2,100.0,40.0,13.27,1.0,Normal
Grid_100,-64.5,84,9,0,87.72,40.0,12.45,1.0,Normal
Grid_100,-68.7,77,10,1,92.6,40.0,12.37,1.0,Normal
Grid_100,-66.3,78,8,2,100.0,40.0,11.99,1.0,Normal
Grid_100,-67.1,77,9,1,100.0,40.0,13.47,1.0,Normal
Grid_100,-69.0,88,10,1,95.88,40.0,13.59,1.0,Normal
Grid_100,-65.9,84,8,2,93.18,40.0,10.99,1.0,Normal
Grid_100,-67.1,87,10,1,100.0,40.0,12.91,1.0,Normal
Grid_100,-64.5,86,12,0,100.0,40.0,13.66,1.0,Normal
Grid_100,-62.7,81,12,2,98.71,40.0,13.53,1.0,Normal
Grid_100,-64.8,74,11,2,95.59,40.0,12.74,1.0,Normal
Grid_100,-63.5,69,9,1,100.0,40.0,12.62,1.0,Normal
Grid_100,-68.9,76,9,0,100.0,40.0,8.46,1.0,Normal
Grid_100,-65.4,76,7,1,94.56,40.0,10.71,1.0,Normal
Grid_100,-61.5,84,10,1,86.67,40.0,11.88,1.0,Normal
Grid_100,-64.6,89,9,2,83.19,40.0,13.0,1.0,Normal
Grid_100,-64.6,74,9,0,96.62,40.0,12.04,1.0,Normal
Grid_100,-60.6,70,9,1,99.38,40.0,11.93,1.0,Normal
Grid_100,-66.1,75,9,0,92.81,40.0,11.64,1.0,Normal
Grid_100,-63.9,80,7,2,90.87,40.0,15.37,1.0,Normal
Grid_100,-66.3,94,13,2,91.16,40.0,12.55,1.0,Normal
Grid_100,-65.2,80,10,0,98.75,40.0,14.56,1.0,Normal
Grid_100,-59.3,74,11,2,95.43,40.0,12.68,1.0,Normal
Grid_100,-67.0,81,11,2,100.0,40.0,13.77,1.0,Normal
Grid_100,-62.3,87,10,1,100.0,40.0,12.61,1.0,Normal
Grid_100,-61.6,73,8,0,100.0,40.0,12.82,1.0,Normal
Grid_100,-64.0,83,6,2,99.9,40.0,13.43,1.0,Normal
Grid_100,-65.8,69,10,0,100.0,40.0,13.08,1.0,Normal
Grid_100,-64.4,89,8,1,100.0,40.0,9.75,1.0,Normal
Grid_100,-64.3,81,9,2,94.45,40.0,10.67,1.0,Normal
Grid_100,-62.3,71,9,2,97.32,40.0,11.5,1.0,Normal
Grid_100,-64.3,71,8,1,91.39,40.0,14.08,1.0,Normal
Grid_100,-66.3,86,10,2,97.62,40.0,11.76,1.0,Normal
Grid_100,-69.3,91,11,2,92.68,40.0,11.44,1.0,Normal
Grid_100,-62.4,73,10,0,100.0,40.0,10.87,1.0,Normal
Grid_100,-62.1,78,10,1,100.0,40.0,15.75,1.0,Normal
Grid_100,-67.4,78,11,2,98.48,40.0,12.04,1.0,Normal
Grid_100,-67.4,70,9,2,94.91,40.0,13.6,1.0,Normal
Grid_100,-62.3,78,7,1,95.58,40.0,12.33,1.0,Normal
Grid_100,-65.8,81,9,2,92.29,40.0,14.6,1.0,Normal
Grid_100,-65.4,71,10,0,99.91,40.0,10.15,1.0,Normal
Grid_100,-69.4,75,9,2,100.0,40.0,12.8,1.0,Normal
Grid_100,-64.4,83,9,2,100.0,40.0,12.09,1.0,Normal
Grid_100,-65.3,89,11,2,93.1,40.0,11.45,1.0,Normal
Grid_100,-64.9,66,8,1,91.58,40.0,12.18,1.0,Normal
Grid_100,-65.0,77,10,1,98.68,40.0,11.19,1.0,Normal
Grid_100,-65.9,71,10,1,100.0,40.0,13.73,1.0,Normal
Grid_100,-67.1,79,10,0,94.0,40.0,12.43,1.0,Normal
Grid_100,-64.7,68,9,2,96.29,40.0,13.2,1.0,Normal
Grid_100,-64.4,84,8,1,97.3,40.0,12.8,1.0,Normal
Grid_100,-66.2,77,8,2,97.92,40.0,14.02,1.0,Normal
Grid_100,-63.9,92,10,0,87.34,40.0,14.38,1.0,Normal
Grid_100,-64.1,86,11,2,91.51,40.0,14.34,1.0,Normal
Grid_100,-65.8,81,11,0,96.48,40.0,14.84,1.0,Normal
Grid_100,-64.9,88,10,2,99.22,40.0,11.45,1.0,Normal
Grid_100,-66.8,81,8,1,94.38,40.0,10.88,1.0,Normal
Grid_100,-62.9,83,12,2,98.5,40.0,9.88,1.0,Normal
Grid_100,-67.1,80,9,0,93.85,40.0,10.48,1.0,Normal
Grid_100,-64.1,93,10,0,92.34,40.0,11.71,1.0,Normal
Grid_100,-66.3,68,10,0,100.0,40.0,12.49,1.0,Normal
Grid_100,-66.0,88,8,2,98.24,40.0,9.95,1.0,Normal
Grid_100,-63.2,80,8,0,99.47,40.0,13.25,1.0,Normal
Grid_100,-63.7,81,9,1,98.08,40.0,12.18,1.0,Normal
Grid_100,-64.9,94,8,2,99.34,40.0,13.35,1.0,Normal
Grid_100,-64.3,68,9,1,100.0,40.0,10.87,1.0,Normal
Grid_100,-65.5,92,9,2,96.13,40.0,12.98,1.0,Normal
Grid_100,-67.4,83,10,2,88.28,40.0,10.53,1.0,Normal
Grid_100,-64.5,73,5,1,88.49,40.0,12.29,1.0,Normal
Grid_100,-67.5,86,8,0,95.88,40.0,11.17,1.0,Normal
Grid_100,-65.3,69,9,1,93.68,40.0,11.22,1.0,Normal
Grid_100,-68.4,87,9,2,99.67,40.0,11.88,1.0,Normal
Grid_100,-63.8,83,11,0,98.86,40.0,13.15,1.0,Normal
Grid_100,-64.7,74,10,0,100.0,40.0,12.45,1.0,Normal
Grid_100,-66.5,87,9,2,89.96,40.0,12.39,1.0,Normal
Grid_100,-63.3,81,7,0,93.64,40.0,11.35,1.0,Normal
Grid_100,-68.3,87,9,2,89.03,40.0,12.18,1.0,Normal
Grid_100,-66.1,70,9,0,89.44,40.0,11.7,1.0,Normal
Grid_100,-65.0,84,7,1,95.44,40.0,13.04,1.0,Normal
Grid_100,-62.0,89,6,1,92.88,40.0,13.85,1.0,Normal
Grid_100,-63.7,75,9,0,99.75,40.0,13.33,1.0,Normal
Grid_100,-65.5,79,11,0,99.48,40.0,11.38,1.0,Normal
Grid_100,-65.2,94,11,2,100.0,40.0,12.94,1.0,Normal
Grid_100,-63.4,88,10,2,100.0,40.0,9.27,1.0,Normal
Grid_100,-64.8,87,11,2,91.36,40.0,12.33,1.0,Normal
Grid_100,-61.4,74,10,1,96.01,40.0,11.72,1.0,Normal
Grid_100,-64.4,79,12,1,99.14,40.0,11.98,1.0,Normal
Grid_100,-65.0,80,10,0,89.74,40.0,9.88,1.0,Normal
Grid_100,-62.5,77,11,2,100.0,40.0,11.15,1.0,Normal
Grid_100,-65.5,82,10,1,88.55,40.0,14.55,1.0,Normal
Grid_100,-65.9,84,11,1,100.0,40.0,11.99,1.0,Normal
Grid_100,-62.9,93,10,0,100.0,40.0,11.94,1.0,Normal
Grid_100,-67.6,85,11,2,96.29,40.0,13.3,1.0,Normal
Grid_100,-63.4,83,9,1,100.0,40.0,13.52,1.0,Normal
Grid_100,-63.4,78,8,0,100.0,40.0,10.31,1.0,Normal
Grid_100,-64.8,77,8,0,98.39,40.0,13.25,1.0,Normal
Grid_100,-66.1,80,9,2,97.58,40.0,12.85,1.0,Normal
Grid_100,-66.1,71,12,2,91.66,40.0,12.81,1.0,Normal
Grid_100,-61.6,79,9,2,99.03,40.0,12.57,1.0,Normal
Grid_100,-66.9,90,8,0,85.14,40.0,14.16,1.0,Normal
Grid_100,-65.1,71,11,0,98.0,40.0,10.43,1.0,Normal
Grid_100,-62.7,71,8,2,100.0,40.0,14.0,1.0,Normal
Grid_100,-63.6,77,10,2,97.51,40.0,12.99,1.0,Normal
Grid_100,-63.3,84,10,1,96.39,40.0,8.88,1.0,Normal
Grid_100,-64.4,94,13,1,97.36,40.0,12.05,1.0,Normal
Grid_100,-64.6,78,12,1,94.9,40.0,10.86,1.0,Normal
Grid_100,-60.2,72,9,1,98.7,40.0,12.28,1.0,Normal
Grid_100,-64.4,70,7,0,91.55,40.0,12.76,1.0,Normal
Grid_100,-65.0,75,11,0,94.33,40.0,13.91,1.0,Normal
Grid_100,-63.3,79,7,2,97.31,40.0,12.22,1.0,Normal
Grid_100,-63.2,84,9,0,100.0,40.0,10.8,1.0,Normal
Grid_100,-65.4,89,11,2,96.61,40.0,12.71,1.0,Normal
Grid_100,-69.6,76,13,1,100.0,40.0,13.45,1.0,Normal
Grid_100,-64.8,63,11,0,100.0,40.0,14.2,1.0,Normal
Grid_100,-67.1,82,12,1,100.0,40.0,10.77,1.0,Normal
Grid_100,-67.9,82,8,0,100.0,40.0,13.3,1.0,Normal
Grid_100,-63.0,93,10,1,93.03,40.0,13.27,1.0,Normal
Grid_100,-63.8,81,9,0,95.76,40.0,10.93,1.0,Normal
Grid_100,-65.8,83,9,0,93.61,40.0,11.47,1.0,Normal
Grid_100,-61.9,69,11,2,98.59,40.0,12.99,1.0,Normal
Grid_100,-62.5,84,10,0,100.0,40.0,13.17,1.0,Normal
Grid_100,-64.0,87,8,2,95.88,40.0,11.32,1.0,Normal
Grid_100,-64.6,70,7,0,98.02,40.0,10.81,1.0,Normal
Grid_100,-64.9,91,9,1,100.0,40.0,10.67,1.0,Normal
Grid_100,-64.4,79,11,1,90.63,40.0,12.66,1.0,Normal
Grid_100,-62.5,77,10,2,98.73,40.0,13.66,1.0,Normal
Grid_100,-64.0,81,10,1,94.32,40.0,14.62,1.0,Normal
Grid_100,-61.3,86,11,0,94.73,40.0,10.87,1.0,Normal
Grid_100,-63.0,71,10,0,100.0,40.0,12.28,1.0,Normal
Grid_100,-60.8,84,11,1,100.0,40.0,11.0,1.0,Normal
Grid_100,-67.7,90,9,1,93.52,40.0,12.21,1.0,Normal
Grid_100,-66.3,78,8,2,97.85,40.0,12.07,1.0,Normal
Grid_100,-64.0,86,8,1,98.01,40.0,14.5,1.0,Normal
Grid_100,-63.9,87,9,2,98.07,40.0,12.53,1.0,Normal
Grid_100,-61.1,78,9,2,98.45,40.0,12.87,1.0,Normal
Grid_100,-65.2,86,10,1,93.17,40.0,10.85,1.0,Normal
Grid_100,-63.3,72,12,1,98.87,40.0,12.6,1.0,Normal
Grid_100,-65.9,76,13,0,100.0,40.0,10.46,1.0,Normal
Grid_100,-66.2,75,9,2,86.67,40.0,12.26,1.0,Normal
Grid_100,-61.2,74,9,0,96.05,40.0,14.33,1.0,Normal
Grid_100,-64.0,69,8,0,86.2,40.0,12.52,1.0,Normal
Grid_100,-65.5,71,10,1,96.58,40.0,11.25,1.0,Normal
Grid_100,-65.2,75,10,1,100.0,40.0,11.13,1.0,Normal
Grid_100,-66.2,78,12,2,100.0,40.0,13.38,1.0,Normal
Grid_100,-62.9,73,8,2,99.91,40.0,11.2,1.0,Normal
Grid_100,-63.9,71,11,1,100.0,40.0,13.39,1.0,Normal
Grid_100,-64.1,78,12,1,96.74,40.0,12.05,1.0,Normal
Grid_100,-62.3,103,9,1,100.0,40.0,13.68,1.0,Normal
Grid_100,-67.2,73,8,1,100.0,40.0,11.95,1.0,Normal
Grid_100,-63.6,68,9,0,95.55,40.0,13.12,1.0,Normal
Grid_100,-68.0,81,8,2,94.21,40.0,10.21,1.0,Normal
Grid_100,-63.0,84,11,0,100.0,40.0,12.23,1.0,Normal
Grid_100,-63.8,72,10,1,93.56,40.0,12.73,1.0,Normal
Grid_100,-65.9,70,8,2,95.18,40.0,15.8,1.0,Normal
Grid_100,-61.9,86,8,0,97.21,40.0,12.49,1.0,Normal
Grid_100,-69.0,87,8,0,91.59,40.0,13.65,1.0,Normal
Grid_100,-65.7,89,11,2,93.97,40.0,10.6,1.0,Normal
Grid_100,-64.4,64,7,1,95.09,40.0,13.6,1.0,Normal
Grid_100,-67.5,89,10,0,93.86,40.0,13.03,1.0,Normal
Grid_100,-65.6,83,9,1,92.65,40.0,12.93,1.0,Normal
Grid_100,-65.4,94,12,1,95.06,40.0,13.39,1.0,Normal
Grid_100,-66.5,70,11,1,97.16,40.0,12.94,1.0,Normal
Grid_100,-64.6,80,6,0,100.0,40.0,11.46,1.0,Normal
Grid_100,-64.3,79,10,2,98.37,40.0,11.65,1.0,Normal
Grid_100,-62.8,74,12,2,96.17,40.0,11.16,1.0,Normal
Grid_100,-62.9,78,7,2,89.83,40.0,13.24,1.0,Normal
Grid_100,-62.0,83,9,0,100.0,40.0,14.29,1.0,Normal
Grid_100,-66.7,64,10,1,91.98,40.0,11.18,1.0,Normal
Grid_100,-61.3,94,8,1,90.81,40.0,11.34,1.0,Normal
Grid_100,-66.1,68,11,1,88.23,40.0,11.23,1.0,Normal
Grid_100,-66.7,80,12,2,93.8,40.0,13.17,1.0,Normal
Grid_100,-66.5,86,10,1,98.0,40.0,11.75,1.0,Normal
Grid_100,-66.7,77,10,1,93.36,40.0,15.0,1.0,Normal
Grid_100,-64.1,69,11,0,100.0,40.0,15.2,1.0,Normal
Grid_100,-65.1,73,10,1,96.67,40.0,14.0,1.0,Normal
Grid_100,-60.4,77,9,1,99.5,40.0,9.58,1.0,Normal
Grid_100,-64.8,97,8,2,98.26,40.0,11.9,1.0,Normal
Grid_100,-62.3,93,9,0,92.71,40.0,12.59,1.0,Normal
Grid_100,-68.6,78,10,2,92.52,40.0,12.59,1.0,Normal
Grid_100,-66.2,75,9,2,97.48,40.0,14.12,1.0,Normal
Grid_100,-64.5,76,9,1,100.0,40.0,13.92,1.0,Normal
Grid_100,-67.4,77,9,1,97.65,40.0,13.15,1.0,Normal
Grid_100,-63.9,76,11,0,95.49,40.0,10.55,1.0,Normal
Grid_100,-62.9,75,9,2,95.26,40.0,13.51,1.0,Normal
Grid_100,-66.9,73,10,0,91.78,40.0,14.05,1.0,Normal
Grid_100,-63.4,79,11,2,100.0,40.0,13.05,1.0,Normal
Grid_100,-63.6,83,10,1,94.39,40.0,11.21,1.0,Normal
Grid_100,-66.4,83,7,2,94.3,40.0,15.12,1.0,Normal
Grid_100,-64.7,95,10,0,100.0,40.0,11.6,1.0,Normal
Grid_100,-63.4,69,10,1,92.44,40.0,12.66,1.0,Normal
Grid_100,-64.2,798,375,0,42.07,40.0,3.61,5.0,Flooding
Grid_100,-68.0,812,423,0,43.19,40.0,3.92,5.0,Flooding
Grid_100,-65.6,827,424,0,45.57,40.0,4.33,5.0,Flooding
Grid_100,-67.1,980,405,0,41.52,40.0,3.56,5.0,Flooding
Grid_100,-63.7,852,419,2,41.06,40.0,3.28,5.0,Flooding
Grid_100,-65.2,757,370,2,47.06,40.0,3.53,5.0,Flooding
Grid_100,-64.5,854,320,2,43.09,40.0,4.13,5.0,Flooding
Grid_100,-67.1,1013,437,1,44.18,40.0,3.49,5.0,Flooding
Grid_100,-65.6,1034,482,0,40.92,40.0,4.06,5.0,Flooding
Grid_100,-63.4,947,433,2,42.34,40.0,3.54,5.0,Flooding
Grid_100,-62.9,861,375,0,43.44,40.0,3.59,5.0,Flooding
Grid_100,-62.7,801,432,2,40.32,40.0,4.17,5.0,Flooding
Grid_100,-62.9,981,417,0,43.9,40.0,4.58,5.0,Flooding
Grid_100,-66.3,789,381,1,42.16,40.0,3.76,5.0,Flooding
Grid_100,-66.7,805,380,0,43.77,40.0,4.05,5.0,Flooding
Grid_100,-66.6,1040,487,1,43.96,40.0,3.5,5.0,Flooding
Grid_100,-64.2,702,353,2,42.75,40.0,3.78,5.0,Flooding
Grid_100,-60.9,1000,414,0,46.36,40.0,3.39,5.0,Flooding
Grid_100,-61.0,844,381,1,45.41,40.0,3.23,5.0,Flooding
Grid_100,-65.3,719,411,1,43.92,40.0,3.91,5.0,Flooding
Grid_100,-65.6,790,396,2,43.33,40.0,3.97,5.0,Flooding
Grid_100,-65.2,923,358,2,43.2,40.0,3.68,5.0,Flooding
Grid_100,-64.6,759,458,1,40.66,40.0,3.36,5.0,Flooding
Grid_100,-65.4,815,441,0,43.77,40.0,4.04,5.0,Flooding
Grid_100,-65.5,900,439,2,41.92,40.0,3.85,5.0,Flooding
Grid_100,-67.0,869,464,0,38.25,40.0,4.22,5.0,Flooding
Grid_100,-65.2,706,472,2,43.47,40.0,4.09,5.0,Flooding
Grid_100,-65.6,976,406,1,38.46,40.0,4.04,5.0,Flooding
Grid_100,-66.2,959,452,1,43.56,40.0,3.64,5.0,Flooding
Grid_100,-63.8,860,363,1,41.16,40.0,4.09,5.0,Flooding
Grid_100,-67.2,829,365,1,40.17,40.0,3.98,5.0,Flooding
Grid_100,-62.3,821,399,1,41.22,40.0,4.24,5.0,Flooding
Grid_100,-67.8,880,330,1,40.56,40.0,4.18,5.0,Flooding
Grid_100,-66.0,804,372,0,42.75,40.0,3.9,5.0,Flooding
Grid_100,-66.3,848,509,2,42.39,40.0,3.72,5.0,Flooding
Grid_100,-65.2,979,392,0,42.08,40.0,3.73,5.0,Flooding
Grid_100,-65.9,827,348,0,39.15,40.0,4.06,5.0,Flooding
Grid_100,-64.0,919,334,1,44.09,40.0,4.15,5.0,Flooding
Grid_100,-63.8,779,408,1,42.73,40.0,3.79,5.0,Flooding
Grid_100,-61.2,767,360,2,45.46,40.0,4.04,5.0,Flooding
Grid_100,-64.5,1103,497,1,41.04,40.0,3.34,5.0,Flooding
Grid_100,-64.7,836,503,1,40.91,40.0,3.51,5.0,Flooding
Grid_100,-64.9,804,508,2,41.73,40.0,4.03,5.0,Flooding
Grid_100,-66.9,931,393,0,43.13,40.0,3.7,5.0,Flooding
Grid_100,-67.8,767,344,0,42.35,40.0,4.18,5.0,Flooding
Grid_100,-63.2,958,460,2,39.42,40.0,2.81,5.0,Flooding
Grid_100,-61.4,736,509,2,42.66,40.0,3.57,5.0,Flooding
Grid_100,-65.2,763,376,0,40.78,40.0,3.41,5.0,Flooding
Grid_100,-64.1,759,414,2,41.3,40.0,3.52,5.0,Flooding
Grid_100,-65.7,952,485,0,44.3,40.0,3.47,5.0,Flooding
Grid_100,-66.4,674,372,2,46.34,40.0,3.79,5.0,Flooding
Grid_100,-64.9,748,464,0,42.23,40.0,3.36,5.0,Flooding
Grid_100,-64.9,835,451,2,47.26,40.0,3.97,5.0,Flooding
Grid_100,-64.6,827,388,1,41.51,40.0,3.24,5.0,Flooding
Grid_100,-63.2,874,495,1,43.09,40.0,3.28,5.0,Flooding
Grid_100,-66.2,738,371,1,42.45,40.0,3.79,5.0,Flooding
Grid_100,-67.0,884,403,1,41.52,40.0,3.81,5.0,Flooding
Grid_100,-64.0,754,297,0,39.09,40.0,3.95,5.0,Flooding
Grid_100,-65.5,960,469,0,39.8,40.0,3.98,5.0,Flooding
Grid_100,-62.5,700,357,0,46.3,40.0,4.5,5.0,Flooding
Grid_100,-64.2,866,366,1,44.32,40.0,3.67,5.0,Flooding
Grid_100,-67.6,992,417,1,38.01,40.0,3.53,5.0,Flooding
Grid_100,-61.8,792,311,0,43.42,40.0,3.75,5.0,Flooding
Grid_100,-63.0,927,456,1,41.73,40.0,3.81,5.0,Flooding
Grid_100,-60.6,793,348,2,45.12,40.0,4.54,5.0,Flooding
Grid_100,-61.7,779,381,1,41.3,40.0,3.07,5.0,Flooding
Grid_100,-66.6,875,387,1,44.47,40.0,3.73,5.0,Flooding
Grid_100,-64.5,701,384,0,43.36,40.0,3.21,5.0,Flooding
Grid_100,-67.9,901,346,1,42.82,40.0,4.01,5.0,Flooding
Grid_100,-63.3,716,318,0,44.62,40.0,3.52,5.0,Flooding
Grid_100,-66.1,814,491,0,40.81,40.0,4.23,5.0,Flooding
Grid_100,-62.3,804,434,1,40.43,40.0,3.44,5.0,Flooding
Grid_100,-63.3,908,445,1,39.97,40.0,3.46,5.0,Flooding
Grid_100,-66.4,880,419,2,37.58,40.0,3.82,5.0,Flooding
Grid_100,-63.2,789,415,1,40.24,40.0,3.58,5.0,Flooding
Grid_100,-67.3,890,316,0,42.19,40.0,4.01,5.0,Flooding
Grid_100,-64.9,814,454,1,44.3,40.0,4.03,5.0,Flooding
Grid_100,-66.3,772,425,0,41.75,40.0,3.15,5.0,Flooding
Grid_100,-63.9,889,353,1,42.46,40.0,3.78,5.0,Flooding
Grid_100,-63.4,821,386,2,42.17,40.0,3.97,5.0,Flooding
Grid_100,-63.6,761,416,1,42.9,40.0,3.5,5.0,Flooding
Grid_100,-64.3,753,412,0,41.84,40.0,3.66,5.0,Flooding
Grid_100,-65.5,844,315,1,43.7,40.0,3.91,5.0,Flooding
Grid_100,-66.9,796,465,2,41.7,40.0,4.11,5.0,Flooding
Grid_100,-68.3,718,446,1,42.99,40.0,3.81,5.0,Flooding
Grid_100,-66.0,765,444,2,42.55,40.0,4.01,5.0,Flooding
Grid_100,-66.1,736,323,1,43.66,40.0,3.91,5.0,Flooding
Grid_100,-63.7,758,435,0,41.63,40.0,3.28,5.0,Flooding
Grid_100,-65.6,850,495,2,41.61,40.0,4.3,5.0,Flooding
Grid_100,-66.2,913,395,0,43.06,40.0,3.82,5.0,Flooding
Grid_100,-62.7,739,311,1,40.78,40.0,3.71,5.0,Flooding
Grid_100,-62.5,743,377,2,41.63,40.0,4.07,5.0,Flooding
Grid_100,-64.3,783,501,1,40.62,40.0,3.47,5.0,Flooding
Grid_100,-65.0,818,377,1,41.77,40.0,3.31,5.0,Flooding
Grid_100,-64.2,937,395,1,39.79,40.0,4.37,5.0,Flooding
Grid_100,-64.8,828,389,1,38.02,40.0,3.66,5.0,Flooding
Grid_100,-67.8,962,475,1,38.59,40.0,4.08,5.0,Flooding
Grid_100,-66.5,816,421,2,42.92,40.0,3.44,5.0,Flooding
Grid_100,-63.8,765,430,2,40.45,40.0,3.52,5.0,Flooding
Grid_100,-62.5,852,505,0,40.08,40.0,3.92,5.0,Flooding
Grid_100,-63.4,730,439,1,47.54,40.0,3.63,5.0,Flooding
Grid_100,-67.0,771,400,2,40.7,40.0,3.61,5.0,Flooding
Grid_100,-65.2,852,349,2,42.82,40.0,3.92,5.0,Flooding
Grid_100,-65.1,931,302,2,44.42,40.0,3.44,5.0,Flooding
Grid_100,-63.0,732,497,1,43.71,40.0,3.56,5.0,Flooding
Grid_100,-63.2,955,575,1,41.36,40.0,4.37,5.0,Flooding
Grid_100,-63.1,885,414,1,38.4,40.0,3.81,5.0,Flooding
Grid_100,-65.5,924,351,0,39.73,40.0,4.07,5.0,Flooding
Grid_100,-66.6,688,419,2,46.73,40.0,3.95,5.0,Flooding
Grid_100,-69.1,903,442,2,42.74,40.0,3.39,5.0,Flooding
Grid_100,-65.9,779,437,2,45.03,40.0,3.54,5.0,Flooding
Grid_100,-67.9,829,421,1,43.04,40.0,3.43,5.0,Flooding
Grid_100,-65.3,794,515,1,44.77,40.0,4.36,5.0,Flooding
Grid_100,-65.6,908,319,2,42.66,40.0,3.89,5.0,Flooding
Grid_100,-64.1,881,451,1,47.63,40.0,4.41,5.0,Flooding
Grid_100,-65.3,978,422,2,40.83,40.0,4.32,5.0,Flooding
Grid_100,-66.5,861,405,0,45.25,40.0,4.87,5.0,Flooding
Grid_100,-68.4,810,429,0,39.36,40.0,4.18,5.0,Flooding
Grid_100,-66.5,784,465,0,43.59,40.0,4.22,5.0,Flooding
Grid_100,-64.6,778,438,0,41.8,40.0,3.38,5.0,Flooding
Grid_100,-62.2,750,415,2,46.59,40.0,3.49,5.0,Flooding
Grid_100,-64.0,905,367,0,40.19,40.0,3.86,5.0,Flooding
Grid_100,-60.9,849,326,1,45.14,40.0,3.88,5.0,Flooding
Grid_100,-62.9,860,422,0,43.44,40.0,3.95,5.0,Flooding
Grid_100,-65.9,796,381,2,38.55,40.0,3.93,5.0,Flooding
Grid_100,-64.7,871,424,2,42.75,40.0,3.33,5.0,Flooding
Grid_100,-63.7,815,213,1,43.11,40.0,4.06,5.0,Flooding
Grid_100,-65.0,847,430,0,42.74,40.0,3.91,5.0,Flooding
Grid_100,-64.6,774,438,2,42.34,40.0,3.35,5.0,Flooding
Grid_100,-64.0,927,361,2,41.95,40.0,4.04,5.0,Flooding
Grid_100,-66.0,962,496,2,45.22,40.0,3.62,5.0,Flooding
Grid_100,-65.8,858,333,2,43.94,40.0,3.69,5.0,Flooding
Grid_100,-63.0,711,443,1,41.41,40.0,3.36,5.0,Flooding
Grid_100,-64.3,1009,411,0,42.59,40.0,3.55,5.0,Flooding
Grid_100,-64.7,897,451,2,44.67,40.0,3.86,5.0,Flooding
Grid_100,-67.0,841,454,1,44.29,40.0,4.12,5.0,Flooding
Grid_100,-66.9,789,343,0,40.27,40.0,4.15,5.0,Flooding
Grid_100,-65.1,1009,367,0,49.05,40.0,2.84,5.0,Flooding
