Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Malicious_Prob,Path_Selected,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Packet_Loss,Anomaly_Score,Label,Attack_Class
N37,0.357,0.286,0.322,0.56,P9->P16->P29,69.55,48.77,96,3.841,33.2,0.741,1,Sybil Attack
N34,0.682,0.885,0.784,0.42,P7->P11->P22,84.12,41.97,78,2.758,20.42,0.725,0,Normal
N193,0.718,0.284,0.501,0.316,P6->P16->P23,59.63,38.08,12,2.423,14.97,0.915,0,Packet Drop
N60,0.688,0.379,0.534,0.439,P2->P20->P26,84.78,22.07,89,4.621,15.57,0.374,0,Sybil Attack
N192,0.408,0.928,0.668,0.749,P3->P15->P30,54.11,24.64,69,4.571,45.49,0.99,0,Normal
N129,0.831,0.744,0.788,0.676,P5->P13->P29,56.92,28.27,45,4.917,45.69,0.244,1,Packet Drop
N41,0.375,0.858,0.616,0.224,P10->P20->P22,79.4,46.57,13,2.559,34.25,0.177,0,Packet Drop
N173,0.34,0.962,0.651,0.036,P9->P15->P29,56.36,44.63,20,3.415,48.1,0.779,0,Normal
N105,0.77,0.364,0.567,0.154,P6->P17->P23,77.41,36.21,10,1.265,3.13,0.076,0,Data Tampering
N38,0.953,0.947,0.95,0.645,P4->P15->P23,87.45,23.62,11,4.705,1.53,0.143,1,Packet Drop
N170,0.752,0.712,0.732,0.622,P5->P18->P26,89.11,49.75,35,4.054,58.08,0.024,0,Normal
N11,0.733,0.797,0.765,0.143,P9->P14->P24,89.76,8.07,77,3.847,35.32,0.618,0,Normal
N184,0.978,0.535,0.756,0.994,P4->P17->P28,69.58,44.6,66,3.13,16.5,0.422,0,Normal
N62,0.714,0.33,0.522,0.71,P6->P15->P25,67.99,40.94,17,2.824,19.15,0.786,0,Normal
N34,0.359,0.598,0.478,0.931,P1->P16->P23,89.27,25.73,82,0.775,23.12,0.405,0,Normal
N4,0.884,0.487,0.686,0.431,P4->P11->P29,68.81,27.24,95,3.756,47.51,0.591,0,Normal
N87,0.461,0.964,0.712,0.81,P8->P17->P23,89.27,21.36,71,1.408,45.65,0.242,1,Packet Drop
N69,0.563,0.547,0.555,0.335,P9->P19->P30,78.97,18.91,14,4.542,2.2,0.246,0,Normal
N171,0.545,0.82,0.682,0.003,P1->P16->P25,52.42,12.3,43,3.94,17.99,0.283,0,Normal
N135,0.899,0.325,0.612,0.289,P5->P20->P24,68.33,30.73,27,4.603,53.4,0.392,0,Normal
N124,0.248,0.845,0.546,0.667,P6->P13->P23,89.01,7.34,84,3.862,24.22,0.864,0,Normal
N32,0.45,0.519,0.485,0.379,P2->P14->P28,52.72,29.81,41,4.154,24.87,0.756,0,Normal
N154,0.43,0.896,0.663,0.733,P7->P11->P28,76.23,49.04,84,4.427,20.72,0.092,1,Packet Drop
N118,0.643,0.255,0.449,0.388,P8->P12->P30,77.59,38.8,22,3.717,21.22,0.701,0,Packet Drop
N159,0.551,0.967,0.759,0.909,P3->P15->P30,66.02,49.31,56,4.085,54.82,0.124,0,Normal
N180,0.858,0.986,0.922,0.97,P9->P15->P22,63.87,49.17,42,3.708,34.18,0.77,0,Normal
N23,0.476,0.53,0.503,0.596,P2->P18->P23,71.87,5.92,51,4.896,31.25,0.14,1,Selective Forwarding
N41,0.528,0.911,0.72,0.522,P5->P20->P28,52.68,28.81,65,1.102,55.67,0.399,0,Normal
N39,0.632,0.459,0.546,0.142,P10->P12->P28,63.53,41.9,69,3.082,11.24,0.217,0,Data Tampering
N87,0.574,0.755,0.664,0.013,P5->P14->P21,53.97,21.24,89,2.031,30.48,0.224,0,Sybil Attack
N129,0.437,0.724,0.58,0.019,P8->P13->P26,77.54,18.84,60,0.821,9.49,0.631,0,Packet Drop
N62,0.844,0.94,0.892,0.387,P10->P16->P23,52.86,45.28,54,4.931,40.85,0.6,0,Normal
N188,0.298,0.415,0.356,0.442,P3->P16->P23,96.32,34.38,62,2.329,31.81,0.564,0,Normal
N126,0.931,0.962,0.946,0.438,P6->P16->P23,90.04,23.4,67,2.164,35.54,0.715,0,Packet Drop
N153,0.737,0.562,0.65,0.814,P10->P15->P22,86.67,49.88,80,4.748,8.38,0.527,0,Normal
N9,0.24,0.584,0.412,0.518,P4->P15->P28,69.38,48.13,47,1.831,43.52,0.91,0,Normal
N175,0.335,0.326,0.33,0.835,P1->P13->P30,83.34,27.84,46,4.471,43.56,0.551,0,Normal
N196,0.791,0.543,0.667,0.524,P5->P17->P21,82.01,16.97,82,3.376,47.96,0.808,0,Normal
N124,0.576,0.696,0.636,0.522,P8->P20->P30,61.54,26.29,13,4.308,27.39,0.613,0,Normal
N52,0.844,0.446,0.645,0.482,P5->P12->P30,63.24,32.52,81,3.394,56.9,0.094,0,Normal
N166,0.968,0.335,0.652,0.982,P4->P11->P25,66.75,26.05,38,1.204,41.07,0.403,0,Normal
N49,0.254,0.828,0.541,0.044,P10->P17->P25,76.1,30.04,49,4.601,36.23,0.761,0,Normal
N171,0.215,0.497,0.356,0.302,P9->P13->P26,99.14,36.9,96,1.342,33.85,0.097,0,Packet Drop
N198,0.257,0.379,0.318,0.435,P8->P19->P24,72.18,44.34,99,3.296,42.39,0.617,0,Normal
N5,0.293,0.87,0.582,0.426,P4->P17->P24,93.06,11.53,30,0.842,27.59,0.509,0,Normal
N114,0.288,0.815,0.552,0.607,P2->P15->P30,51.37,12.11,81,3.803,23.38,0.526,0,Normal
N183,0.517,0.736,0.626,0.252,P8->P17->P29,61.98,35.69,21,1.385,30.77,0.463,0,Sybil Attack
N99,0.292,0.931,0.612,0.836,P7->P20->P23,61.82,16.14,35,1.107,33.4,0.851,1,Sybil Attack
N156,0.89,0.828,0.859,0.494,P4->P18->P24,63.71,30.2,93,3.651,9.6,0.603,0,Sybil Attack
N53,0.963,0.866,0.914,0.61,P8->P20->P30,56.75,11.88,41,4.595,40.23,0.306,0,Normal
N171,0.399,0.659,0.529,0.656,P2->P18->P28,68.16,15.46,49,4.815,11.0,0.623,0,Normal
N190,0.285,0.7,0.492,0.283,P8->P12->P24,83.64,44.67,55,1.868,11.61,0.578,0,Packet Drop
N154,0.981,0.596,0.788,0.094,P5->P12->P28,77.56,31.57,53,1.887,33.47,0.949,0,Selective Forwarding
N64,0.709,0.722,0.716,0.367,P7->P15->P24,71.91,46.56,85,4.021,32.82,0.055,0,Normal
N96,0.354,0.571,0.462,0.356,P10->P20->P25,72.53,39.94,23,3.139,2.67,0.86,0,Normal
N45,0.953,0.524,0.738,0.761,P7->P17->P28,98.1,25.55,90,3.845,2.18,0.196,0,Normal
N13,0.38,0.456,0.418,0.828,P6->P11->P21,79.23,21.38,97,4.649,26.28,0.383,1,Data Tampering
N37,0.734,0.601,0.668,0.316,P7->P13->P27,83.18,21.74,80,1.845,49.03,0.047,0,Normal
N15,0.579,0.665,0.622,0.308,P3->P16->P21,91.21,13.05,74,2.901,6.56,0.016,0,Normal
N31,0.653,0.222,0.438,0.683,P6->P19->P28,90.83,42.58,28,2.613,51.86,0.877,1,Packet Drop
N12,0.326,0.702,0.514,0.305,P6->P14->P30,98.79,31.74,62,1.639,21.61,0.902,0,Sybil Attack
N139,0.499,0.56,0.53,0.875,P9->P20->P25,98.71,7.12,36,2.238,47.36,0.056,0,Normal
N24,0.947,0.319,0.633,0.997,P8->P16->P21,60.57,12.5,34,4.943,45.69,0.819,1,Selective Forwarding
N200,0.787,0.818,0.802,0.57,P6->P19->P24,98.43,30.13,97,3.955,38.75,0.716,0,Normal
N66,0.708,0.802,0.755,0.242,P3->P20->P30,94.09,20.4,38,2.613,24.8,0.799,0,Normal
N96,0.86,0.689,0.774,0.341,P10->P19->P23,56.94,23.39,78,4.642,26.23,0.346,0,Normal
N156,0.997,0.212,0.604,0.831,P8->P17->P26,50.26,30.28,50,2.733,13.13,0.335,0,Normal
N166,0.757,0.207,0.482,0.574,P10->P13->P26,62.0,11.46,24,0.618,0.82,0.2,0,Normal
N95,0.411,0.726,0.568,0.859,P4->P18->P21,69.89,39.35,35,3.163,28.26,0.129,0,Normal
N62,0.6,0.805,0.702,0.17,P4->P17->P30,62.21,9.82,64,4.246,53.23,0.594,0,Normal
N139,0.244,0.78,0.512,0.669,P9->P17->P29,71.12,10.12,26,2.272,26.53,0.453,0,Normal
N70,0.96,0.215,0.588,0.407,P7->P15->P30,93.22,19.49,19,3.488,5.46,0.928,0,Normal
N160,0.728,0.625,0.676,0.433,P10->P17->P25,93.65,16.89,20,0.542,50.43,0.522,0,Normal
N135,0.493,0.798,0.646,0.337,P7->P20->P22,71.39,40.53,69,0.647,40.92,0.598,0,Normal
N32,0.273,0.862,0.568,0.779,P8->P16->P30,76.66,25.06,24,2.204,9.96,0.881,0,Normal
N3,0.333,0.336,0.334,0.199,P6->P20->P30,81.53,30.15,28,4.699,8.84,0.534,0,Normal
N142,0.597,0.895,0.746,0.608,P8->P19->P25,53.54,48.2,39,4.646,14.05,0.504,0,Normal
N11,0.613,0.793,0.703,0.792,P5->P17->P29,94.15,24.45,76,0.665,11.98,0.867,0,Normal
N194,0.576,0.814,0.695,0.652,P7->P14->P24,53.12,47.63,46,0.644,36.57,0.547,0,Normal
N151,0.919,0.741,0.83,0.224,P7->P14->P29,61.11,49.49,10,4.993,42.47,0.247,0,Normal
N189,0.84,0.527,0.684,0.718,P10->P19->P25,68.83,30.67,63,4.093,20.29,0.896,0,Normal
N72,0.816,0.266,0.541,0.511,P7->P20->P21,99.63,46.46,35,3.244,57.88,0.86,0,Normal
N73,0.423,0.3,0.362,0.561,P9->P11->P27,94.81,14.31,11,3.904,39.5,0.044,0,Normal
N195,0.371,0.551,0.461,0.413,P1->P16->P22,77.72,14.84,95,2.782,43.02,0.478,0,Normal
N86,0.477,0.689,0.583,0.107,P7->P15->P24,85.31,7.86,84,4.865,54.02,0.926,0,Packet Drop
N3,0.901,0.731,0.816,0.749,P8->P16->P30,90.31,17.94,56,1.191,18.91,0.462,1,Sybil Attack
N12,0.517,0.338,0.428,0.461,P6->P15->P22,88.3,46.4,41,4.198,37.55,0.173,0,Packet Drop
N76,0.381,0.963,0.672,0.767,P8->P17->P23,56.68,27.22,32,3.886,38.3,0.374,0,Normal
N169,0.849,0.644,0.746,0.965,P4->P14->P23,59.71,43.4,96,1.501,3.7,0.52,0,Normal
N135,0.952,0.936,0.944,0.38,P10->P11->P24,77.28,46.39,18,0.769,14.06,0.295,0,Packet Drop
N152,0.335,0.711,0.523,0.148,P7->P13->P22,61.51,20.9,73,2.597,46.05,0.875,0,Selective Forwarding
N122,0.292,0.885,0.588,0.117,P10->P16->P30,68.81,36.09,44,1.331,30.03,0.136,0,Sybil Attack
N57,0.688,0.259,0.474,0.924,P10->P19->P28,94.9,33.17,45,1.332,0.32,0.132,0,Normal
N146,0.896,0.309,0.602,0.113,P5->P13->P27,71.23,12.78,47,0.623,4.31,0.533,0,Selective Forwarding
N35,0.936,0.903,0.92,0.668,P3->P13->P21,86.47,25.43,40,3.382,30.97,0.998,0,Normal
N80,0.541,0.612,0.576,0.798,P8->P20->P23,78.64,47.02,27,1.714,36.7,0.521,0,Normal
N28,0.428,0.836,0.632,0.093,P5->P19->P28,69.06,45.18,13,2.29,17.16,0.476,0,Normal
N98,0.676,0.689,0.682,0.713,P2->P11->P28,55.37,46.69,46,1.628,29.7,0.081,1,Data Tampering
N198,0.605,0.478,0.542,0.226,P4->P11->P25,55.33,46.66,49,1.924,37.68,0.691,0,Sybil Attack
N158,0.409,0.541,0.475,0.475,P4->P11->P23,63.5,20.72,78,2.864,58.06,0.786,0,Normal
N173,0.571,0.548,0.56,0.915,P6->P14->P22,67.24,21.4,56,2.557,10.31,0.291,0,Normal
N79,0.38,0.556,0.468,0.012,P5->P15->P25,59.31,13.86,31,3.976,6.6,0.935,0,Packet Drop
N114,0.621,0.319,0.47,0.186,P9->P18->P27,77.84,31.22,46,1.729,42.7,0.709,0,Normal
N92,0.725,0.51,0.617,0.918,P1->P13->P24,90.11,36.71,57,4.693,11.18,0.841,1,Packet Drop
N27,0.851,0.992,0.922,0.94,P9->P11->P21,59.2,45.66,50,1.265,50.7,0.878,0,Normal
N122,0.788,0.636,0.712,0.538,P9->P17->P24,77.25,14.82,30,3.896,13.01,0.999,0,Normal
N188,0.901,0.446,0.674,0.59,P9->P15->P24,70.58,25.3,55,2.363,19.51,0.945,0,Normal
N165,0.327,0.761,0.544,0.713,P4->P14->P22,96.87,40.48,27,3.097,29.63,0.785,0,Normal
N25,0.217,0.986,0.602,0.268,P10->P12->P24,99.72,17.34,90,1.32,21.48,0.531,0,Normal
N30,0.434,0.927,0.68,0.891,P3->P11->P30,66.36,25.85,92,0.782,37.8,0.569,0,Normal
N180,0.5,0.567,0.534,0.767,P8->P12->P29,59.15,34.66,52,1.851,32.43,0.522,0,Normal
N25,0.403,0.228,0.316,0.251,P2->P13->P22,56.32,41.18,37,4.839,14.86,0.207,0,Normal
N90,0.896,0.847,0.871,0.382,P8->P12->P25,50.35,44.95,15,0.891,56.86,0.899,0,Sybil Attack
N28,0.924,0.669,0.796,0.66,P5->P11->P29,82.95,19.12,50,4.447,22.47,0.485,0,Normal
N165,0.525,0.408,0.466,0.569,P10->P20->P26,58.72,12.5,20,0.599,34.76,0.576,0,Normal
N15,0.87,0.91,0.89,0.329,P1->P11->P21,65.98,19.79,51,4.701,52.72,0.931,0,Normal
N73,0.992,0.235,0.613,0.064,P10->P13->P23,81.59,7.95,50,1.816,9.7,0.425,0,Data Tampering
N72,0.252,0.508,0.38,0.1,P9->P11->P22,95.39,18.12,46,1.575,46.07,0.419,0,Normal
N41,0.995,0.729,0.862,0.288,P9->P11->P22,79.83,15.75,34,4.979,14.47,0.667,0,Normal
N122,0.431,0.457,0.444,0.221,P10->P11->P30,95.09,17.51,44,3.751,26.96,0.662,0,Normal
N157,0.858,0.647,0.752,0.079,P4->P15->P24,50.03,39.84,56,3.043,13.35,0.429,0,Packet Drop
N8,0.493,0.415,0.454,0.886,P9->P16->P21,77.67,42.58,65,3.586,0.71,0.888,0,Normal
N42,0.663,0.203,0.433,0.858,P6->P20->P28,63.48,10.78,19,0.596,33.46,0.557,0,Normal
N76,0.29,0.537,0.414,0.274,P4->P11->P22,98.56,13.53,79,1.171,25.63,0.055,0,Normal
N6,0.79,0.272,0.531,0.138,P10->P12->P24,88.01,40.64,40,2.862,19.11,0.377,0,Normal
N184,0.576,0.726,0.651,0.137,P1->P20->P22,62.03,41.94,38,2.235,34.85,0.503,0,Normal
N163,0.617,0.255,0.436,0.951,P1->P18->P23,98.4,42.8,64,3.923,5.81,0.735,0,Normal
N48,0.896,0.349,0.622,0.443,P1->P16->P21,87.26,5.81,79,1.327,15.94,0.214,0,Normal
N128,0.944,0.221,0.582,0.43,P1->P11->P30,99.76,34.36,10,4.346,46.4,0.061,0,Normal
N129,0.355,0.649,0.502,0.79,P3->P11->P25,71.94,27.34,11,4.14,6.11,0.371,0,Normal
N107,0.572,0.838,0.705,0.098,P4->P13->P30,74.29,23.19,33,0.813,0.35,0.2,0,Normal
N29,0.408,0.995,0.702,0.969,P1->P20->P30,57.2,20.31,98,3.385,39.13,0.402,1,Sybil Attack
N27,0.655,0.889,0.772,0.256,P10->P18->P21,55.37,24.52,17,3.578,35.58,0.217,0,Normal
N19,0.222,0.462,0.342,0.529,P2->P16->P29,77.47,35.57,51,3.043,39.18,0.285,0,Normal
N153,0.464,0.284,0.374,0.957,P4->P12->P26,55.06,33.26,90,2.019,0.89,0.833,1,Selective Forwarding
N29,0.291,0.801,0.546,0.965,P2->P16->P27,89.72,32.4,85,0.548,58.97,0.45,0,Normal
N98,0.729,0.243,0.486,0.183,P2->P11->P25,69.29,33.6,61,2.207,12.05,0.931,0,Normal
N46,0.528,0.56,0.544,0.591,P1->P17->P23,65.16,41.28,36,1.949,9.14,0.937,1,Data Tampering
N77,0.97,0.701,0.835,0.129,P2->P12->P30,74.12,10.17,18,4.575,20.18,0.645,0,Normal
N184,0.865,0.398,0.632,0.797,P7->P13->P22,52.3,30.47,82,1.629,13.53,0.254,1,Data Tampering
N103,0.495,0.766,0.631,0.222,P4->P14->P26,86.66,34.47,16,4.89,23.39,0.287,0,Normal
N192,0.95,0.697,0.823,0.417,P6->P16->P28,56.18,8.11,10,4.592,1.65,0.634,0,Normal
N116,0.628,0.969,0.798,0.195,P5->P14->P26,95.15,39.53,81,4.589,54.46,0.145,0,Data Tampering
N68,0.859,0.561,0.71,0.995,P1->P12->P26,82.97,46.94,38,1.573,48.73,0.014,1,Packet Drop
N11,0.841,0.789,0.815,0.65,P4->P20->P28,61.4,12.12,93,0.868,35.8,0.548,0,Normal
N191,0.655,0.858,0.756,0.509,P5->P16->P25,98.03,35.7,64,2.979,17.83,0.424,1,Packet Drop
N188,0.792,0.68,0.736,0.818,P5->P18->P24,57.25,39.48,38,1.758,1.26,0.006,0,Normal
N155,0.344,0.451,0.397,0.436,P2->P14->P25,99.13,46.11,33,3.582,1.08,0.446,0,Normal
N35,0.92,0.799,0.86,0.695,P4->P17->P28,62.39,45.65,31,3.611,51.03,0.076,1,Sybil Attack
N26,0.677,0.299,0.488,0.054,P10->P14->P29,73.59,27.12,25,1.818,10.27,0.93,0,Normal
N92,0.712,0.788,0.75,0.522,P4->P19->P29,80.45,26.69,94,2.839,4.73,0.416,0,Normal
N1,0.887,0.738,0.812,0.058,P2->P19->P26,76.47,18.15,26,2.811,8.97,0.03,0,Normal
N167,0.241,0.248,0.244,0.758,P2->P16->P22,58.3,19.87,28,2.345,28.71,0.99,0,Normal
N67,0.312,0.861,0.586,0.992,P7->P12->P21,63.59,18.57,44,1.887,38.12,0.28,0,Normal
N60,0.806,0.925,0.866,0.043,P3->P18->P27,72.91,14.54,95,1.911,15.17,0.056,0,Normal
N27,0.419,0.904,0.662,0.365,P10->P13->P26,61.75,13.53,58,2.525,32.71,0.742,0,Sybil Attack
N136,0.639,0.364,0.502,0.574,P7->P12->P27,62.91,31.16,27,2.053,41.42,0.954,0,Normal
N102,0.905,0.233,0.569,0.099,P9->P13->P24,92.76,42.97,77,0.609,6.55,0.827,0,Normal
N149,0.291,0.508,0.399,0.746,P7->P20->P27,62.9,27.53,50,4.939,39.07,0.602,1,Selective Forwarding
N86,0.808,0.664,0.736,0.68,P10->P17->P30,64.72,20.36,60,3.917,7.14,0.958,1,Selective Forwarding
N200,0.475,0.874,0.674,0.606,P7->P16->P23,75.39,35.67,14,2.98,23.35,0.817,0,Normal
N194,0.765,0.863,0.814,0.988,P4->P11->P28,94.63,35.67,82,3.744,9.45,0.768,0,Normal
N66,0.734,0.521,0.628,0.619,P9->P15->P28,78.54,32.73,93,1.181,31.02,0.661,1,Selective Forwarding
N97,0.554,0.489,0.522,0.151,P7->P17->P29,65.59,13.42,92,0.823,43.58,0.267,0,Normal
N46,0.254,0.947,0.6,0.162,P4->P11->P27,53.53,14.71,41,0.636,52.61,0.884,0,Selective Forwarding
N94,0.765,0.674,0.72,0.754,P2->P20->P28,56.59,44.14,40,3.667,53.71,0.081,0,Normal
N88,0.94,0.457,0.698,0.092,P8->P15->P21,95.43,19.71,51,1.223,8.06,0.313,0,Data Tampering
N17,0.524,0.398,0.461,0.848,P3->P13->P23,88.77,21.82,76,4.561,40.09,0.241,0,Normal
N187,0.392,0.403,0.398,0.554,P4->P16->P30,66.15,22.2,22,3.294,21.21,0.45,1,Packet Drop
N45,0.921,0.324,0.622,0.939,P8->P20->P24,62.2,38.22,61,4.248,58.02,0.362,1,Packet Drop
N60,0.779,0.258,0.518,0.47,P3->P18->P23,69.89,14.08,73,4.578,51.96,0.452,0,Normal
N84,0.256,0.757,0.506,0.626,P8->P18->P24,56.88,8.5,49,0.866,28.0,0.83,0,Normal
N15,0.889,0.636,0.762,0.891,P4->P15->P25,78.38,29.03,88,1.139,19.43,0.141,0,Normal
N33,0.352,0.853,0.602,0.345,P10->P19->P21,89.88,17.52,87,4.091,35.44,0.013,0,Normal
N181,0.201,0.484,0.342,0.723,P1->P18->P30,68.04,44.28,42,2.415,0.08,0.117,0,Normal
N9,0.979,0.694,0.836,0.802,P3->P17->P30,89.81,28.11,26,2.604,50.38,0.323,1,Data Tampering
N4,0.574,0.43,0.502,0.759,P4->P20->P29,80.42,47.34,53,2.936,42.92,0.972,1,Data Tampering
N48,0.339,0.411,0.375,0.389,P10->P19->P27,66.26,9.03,83,1.345,34.99,0.253,0,Normal
N41,0.622,0.702,0.662,0.614,P10->P14->P21,88.91,16.76,61,2.473,19.18,0.4,1,Data Tampering
N92,0.781,0.321,0.551,0.008,P4->P19->P30,78.23,7.18,87,4.043,7.3,0.444,0,Normal
N14,0.367,0.831,0.599,0.839,P8->P18->P27,57.33,19.29,60,1.858,7.0,0.738,0,Normal
N172,0.211,0.31,0.26,0.792,P10->P13->P21,67.41,29.36,57,0.589,56.34,0.419,0,Normal
N32,0.796,0.535,0.666,0.295,P9->P15->P23,63.93,24.66,47,2.341,32.24,0.084,0,Normal
N149,0.325,0.388,0.357,0.649,P2->P15->P26,94.14,33.83,62,3.387,14.36,0.951,0,Normal
N35,0.937,0.493,0.715,0.013,P1->P14->P23,50.44,49.01,69,4.29,25.93,0.089,0,Normal
N86,0.746,0.642,0.694,0.946,P1->P15->P21,85.13,32.73,53,4.139,38.45,0.825,1,Sybil Attack
N189,0.74,0.986,0.863,0.954,P2->P15->P24,68.16,15.9,30,1.97,10.01,0.88,0,Normal
N109,0.729,0.35,0.54,0.064,P7->P17->P26,56.44,19.15,27,0.801,59.93,0.666,0,Normal
N31,0.988,0.748,0.868,0.556,P5->P20->P24,77.26,38.29,71,3.372,17.89,0.256,0,Normal
N22,0.224,0.219,0.222,0.008,P2->P19->P22,72.93,49.67,18,2.23,25.09,0.593,0,Packet Drop
N73,0.311,0.724,0.518,0.336,P4->P14->P24,80.55,41.0,25,2.474,58.4,0.205,0,Normal
N154,0.44,0.957,0.698,0.871,P4->P18->P29,57.49,36.53,90,2.866,39.27,0.176,0,Normal
N132,0.856,0.627,0.742,0.943,P8->P18->P27,76.41,9.25,68,2.59,9.71,0.451,1,Sybil Attack
N157,0.525,0.534,0.53,0.275,P10->P19->P26,82.79,37.51,75,1.399,54.27,0.592,0,Normal
N79,0.579,0.966,0.772,0.58,P1->P14->P26,67.02,31.54,18,1.847,10.23,0.93,0,Normal
N48,0.879,0.235,0.557,0.195,P7->P15->P27,81.71,8.99,86,3.68,23.61,0.997,0,Normal
N132,0.846,0.868,0.857,0.59,P7->P15->P28,62.86,9.36,50,3.303,49.15,0.17,0,Normal
N15,0.343,0.649,0.496,0.898,P8->P19->P26,97.57,46.16,78,1.898,2.83,0.931,0,Normal
N132,0.814,0.903,0.858,0.142,P7->P20->P21,51.79,31.61,82,0.521,47.67,0.123,0,Packet Drop
N114,0.922,0.722,0.822,0.452,P10->P16->P23,89.65,46.58,53,2.486,18.07,0.624,0,Normal
N85,0.236,0.51,0.373,0.864,P4->P18->P29,50.96,43.7,60,4.019,38.37,0.926,0,Normal
N150,0.7,0.419,0.56,0.245,P3->P14->P30,50.27,28.34,86,1.319,55.69,0.958,0,Normal
N52,0.433,0.319,0.376,0.963,P5->P20->P23,95.26,27.2,40,2.227,55.41,0.624,0,Normal
N156,0.354,0.761,0.558,0.745,P9->P19->P21,68.38,38.68,66,3.333,54.94,0.945,1,Data Tampering
N57,0.204,0.495,0.35,0.722,P1->P11->P27,67.39,17.59,41,3.525,8.48,0.416,1,Sybil Attack
N91,0.404,0.512,0.458,0.879,P1->P20->P30,97.84,12.0,32,1.97,7.19,0.459,0,Normal
N125,0.287,0.914,0.6,0.789,P10->P15->P23,92.5,23.62,92,4.521,54.82,0.97,1,Sybil Attack
N142,0.212,0.579,0.395,0.012,P1->P19->P28,65.13,8.21,85,3.297,47.02,0.374,0,Normal
N156,0.508,0.971,0.74,0.396,P2->P17->P22,83.83,35.19,83,4.36,36.15,0.684,0,Normal
N17,0.432,0.401,0.416,0.735,P10->P11->P28,89.67,34.53,47,4.066,51.0,0.525,1,Packet Drop
N142,0.476,0.882,0.679,0.952,P1->P13->P29,66.34,6.96,91,0.858,10.24,0.519,1,Data Tampering
N58,0.528,0.511,0.52,0.723,P2->P11->P23,92.34,18.49,15,4.367,5.82,0.54,0,Normal
N75,0.95,0.59,0.77,0.998,P4->P13->P30,51.5,42.22,14,2.508,51.01,0.213,0,Normal
N34,0.272,0.853,0.562,0.394,P1->P18->P25,83.83,39.46,85,1.088,36.81,0.323,0,Sybil Attack
N111,0.702,0.547,0.624,0.925,P9->P12->P29,89.63,24.49,27,0.821,11.32,0.857,0,Normal
N53,0.232,0.338,0.285,0.809,P3->P11->P30,84.54,11.45,13,1.419,59.65,0.988,1,Sybil Attack
N138,0.755,0.903,0.829,0.15,P4->P19->P29,56.11,37.25,40,3.906,12.09,0.688,0,Normal
N116,0.8,0.683,0.742,0.285,P2->P13->P25,93.72,14.94,54,3.002,36.43,0.194,0,Normal
N158,0.239,0.833,0.536,0.206,P4->P15->P24,71.88,26.45,74,3.855,42.02,0.691,0,Sybil Attack
N157,0.725,0.259,0.492,0.496,P1->P18->P29,86.65,47.94,81,2.664,56.13,0.266,0,Normal
N147,0.787,0.777,0.782,0.879,P7->P20->P22,75.39,29.0,52,3.197,0.52,0.124,0,Normal
N83,0.596,0.51,0.553,0.961,P1->P15->P25,96.38,33.41,29,4.009,51.58,0.601,1,Packet Drop
N196,0.67,0.525,0.598,0.423,P5->P14->P30,83.0,5.99,99,3.393,4.73,0.997,0,Normal
N150,0.211,0.823,0.517,0.858,P5->P18->P26,82.01,29.65,92,3.066,13.87,0.785,1,Selective Forwarding
N111,0.975,0.286,0.63,0.292,P9->P19->P27,54.01,29.8,71,3.528,49.28,0.032,0,Sybil Attack
N188,0.592,0.911,0.752,0.87,P7->P15->P21,91.0,17.25,35,4.213,12.42,0.223,1,Selective Forwarding
N170,0.968,0.387,0.678,0.963,P1->P19->P23,82.43,8.0,40,3.075,47.13,0.47,0,Normal
N127,0.572,0.86,0.716,0.694,P4->P13->P22,88.93,21.5,47,4.904,47.52,0.31,0,Normal
N154,0.331,0.782,0.556,0.363,P2->P18->P28,61.84,30.91,42,0.867,23.76,0.855,0,Normal
N95,0.56,0.349,0.454,0.952,P10->P11->P21,51.28,21.52,34,3.235,10.51,0.824,0,Normal
N190,0.45,0.67,0.56,0.775,P4->P16->P21,60.55,5.16,41,1.352,22.15,0.813,0,Normal
N47,0.909,0.655,0.782,0.773,P2->P19->P28,75.35,23.63,85,4.555,28.07,0.903,0,Normal
N167,0.398,0.605,0.502,0.464,P4->P13->P21,80.47,32.0,46,3.981,17.12,0.276,0,Normal
N109,0.763,0.541,0.652,0.569,P2->P17->P27,74.78,28.63,36,4.525,33.41,0.191,1,Sybil Attack
N31,0.28,0.944,0.612,0.682,P9->P16->P27,55.16,40.24,31,1.934,15.93,0.167,1,Selective Forwarding
N76,0.683,0.207,0.445,0.815,P6->P20->P24,96.64,41.14,29,1.091,39.77,0.855,1,Packet Drop
N53,0.212,0.664,0.438,0.071,P8->P12->P26,87.11,41.89,42,3.34,34.49,0.523,0,Normal
N66,0.642,0.866,0.754,0.552,P2->P18->P30,51.43,6.79,19,3.338,1.12,0.815,0,Normal
N151,0.924,0.36,0.642,0.384,P2->P11->P30,77.9,47.82,88,3.418,7.4,0.614,0,Sybil Attack
N67,0.34,0.318,0.329,0.874,P7->P13->P26,88.8,40.03,99,1.169,50.74,0.101,0,Normal
N152,0.233,0.507,0.37,0.141,P9->P17->P23,70.96,24.85,71,1.977,33.12,0.139,0,Normal
N188,0.715,0.34,0.528,0.983,P10->P19->P21,98.97,28.48,51,2.261,19.41,0.727,0,Normal
N9,0.85,0.652,0.751,0.198,P1->P16->P29,60.95,45.11,52,1.78,45.1,0.526,0,Normal
