Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR (%),Delay (ms),Energy (mJ),Path_Selected,Packet_Loss (%),Anomaly_Score,Label
N113,0.815,0.352,0.583,Sybil Attack,0.327,69,72.9,48.76,0.521,P9->P15->P28,44.07,0.904,0
N183,0.747,0.73,0.738,Normal,0.754,35,58.87,12.06,1.784,P6->P19->P27,11.89,0.207,0
N39,0.738,0.618,0.678,Normal,0.738,21,51.42,47.11,1.783,P7->P15->P22,17.54,0.418,0
N50,0.606,0.615,0.61,Normal,0.298,11,51.45,40.92,1.083,P4->P15->P24,50.61,0.663,0
N81,0.985,0.528,0.756,Normal,0.934,33,74.12,42.31,4.129,P1->P15->P23,44.39,0.922,0
N157,0.771,0.229,0.5,Normal,0.979,35,53.44,21.35,4.458,P9->P18->P30,26.89,0.505,0
N144,0.948,0.786,0.867,Selective Forwarding,0.992,14,62.64,14.32,1.971,P2->P12->P21,12.58,0.945,1
N19,0.938,0.472,0.705,Normal,0.443,97,91.74,13.02,4.556,P6->P14->P23,50.53,0.186,0
N103,0.773,0.77,0.772,Normal,0.723,97,53.94,37.89,2.498,P3->P17->P25,27.15,0.524,0
N106,0.959,0.846,0.902,Normal,0.931,56,81.27,44.16,4.448,P2->P15->P23,0.2,0.106,0
N100,0.269,0.679,0.474,Packet Drop,0.011,85,65.11,48.5,2.045,P3->P11->P23,57.68,0.589,0
N157,0.482,0.714,0.598,Normal,0.971,37,99.24,48.76,0.626,P10->P20->P24,55.76,0.096,0
N74,0.697,0.916,0.806,Normal,0.459,43,72.09,28.55,1.454,P9->P15->P29,28.69,0.239,0
N100,0.992,0.509,0.75,Normal,0.876,19,79.53,8.55,4.938,P3->P18->P24,51.1,0.966,0
N22,0.525,0.854,0.69,Normal,0.691,28,75.59,7.41,1.585,P7->P14->P24,11.61,0.344,0
N56,0.455,0.214,0.334,Normal,0.567,44,82.79,49.58,3.876,P5->P11->P23,19.42,0.739,0
N107,0.252,0.428,0.34,Normal,0.487,94,83.53,30.21,4.95,P4->P19->P27,51.75,0.437,0
N51,0.383,0.967,0.675,Normal,0.8,49,65.14,28.96,4.944,P8->P17->P27,17.43,0.617,0
N174,0.722,0.271,0.496,Normal,0.827,53,59.75,48.45,1.901,P8->P19->P25,21.85,0.933,0
N11,0.413,0.627,0.52,Sybil Attack,0.675,59,93.72,36.45,2.388,P9->P11->P27,17.74,0.68,1
N193,0.6,0.728,0.664,Normal,0.675,41,79.51,15.91,2.771,P4->P12->P26,52.82,0.4,0
N48,0.266,0.902,0.584,Sybil Attack,0.362,33,65.79,10.76,1.001,P4->P12->P23,10.42,0.743,0
N88,0.605,0.608,0.606,Normal,0.857,66,52.34,7.16,2.074,P6->P15->P23,42.5,0.906,0
N57,0.549,0.979,0.764,Selective Forwarding,0.632,63,55.29,16.02,0.595,P10->P20->P23,24.78,0.989,1
N3,0.488,0.914,0.701,Data Tampering,0.056,39,55.35,24.15,2.992,P7->P14->P25,6.72,0.63,0
N13,0.651,0.925,0.788,Normal,0.092,22,56.5,23.71,2.369,P7->P12->P30,22.34,0.454,0
N25,0.559,0.558,0.558,Data Tampering,0.608,65,96.26,27.77,1.619,P1->P17->P28,4.73,0.74,1
N110,0.737,0.397,0.567,Normal,0.19,66,65.59,44.22,1.932,P6->P17->P30,0.14,0.571,0
N11,0.871,0.251,0.561,Normal,0.697,65,69.18,19.04,4.572,P8->P17->P28,34.78,0.554,0
N153,0.634,0.839,0.736,Normal,0.717,72,55.25,32.8,4.603,P2->P16->P25,0.3,0.015,0
N91,0.899,0.831,0.865,Normal,0.878,24,66.11,34.7,0.962,P1->P16->P30,45.46,0.099,0
N39,0.261,0.27,0.266,Packet Drop,0.536,43,90.4,37.41,3.741,P9->P20->P25,32.24,0.728,1
N18,0.905,0.815,0.86,Normal,0.83,65,88.59,34.4,4.714,P9->P13->P29,58.67,0.483,0
N111,0.712,0.522,0.617,Sybil Attack,0.078,46,76.78,23.35,1.275,P5->P11->P28,45.93,0.565,0
N84,0.555,0.584,0.57,Packet Drop,0.021,97,74.2,30.7,2.218,P9->P14->P27,56.22,0.053,0
N163,0.816,0.555,0.686,Selective Forwarding,0.858,69,73.03,14.43,4.121,P5->P18->P23,12.85,0.739,1
N10,0.923,0.97,0.946,Normal,0.34,31,65.64,27.01,2.165,P8->P14->P25,33.03,0.301,0
N135,0.311,0.807,0.559,Sybil Attack,0.607,43,84.51,23.31,2.677,P9->P12->P30,30.65,0.216,1
N85,0.49,0.91,0.7,Selective Forwarding,0.286,73,57.07,41.44,0.545,P4->P20->P29,45.8,0.395,0
N52,0.462,0.538,0.5,Normal,0.28,76,74.95,33.37,2.196,P7->P11->P25,32.64,0.466,0
N178,0.885,0.749,0.817,Sybil Attack,0.146,49,93.87,45.14,4.51,P4->P11->P24,22.48,0.735,0
N5,0.899,0.548,0.724,Normal,0.981,83,71.28,48.06,2.862,P6->P12->P21,14.68,0.41,0
N127,0.949,0.242,0.595,Packet Drop,0.357,77,60.02,34.1,1.281,P8->P15->P28,53.74,0.886,0
N118,0.862,0.481,0.672,Normal,0.296,60,66.53,30.83,2.176,P1->P11->P25,46.26,0.058,0
N187,0.403,0.86,0.632,Normal,0.604,95,66.11,32.93,4.008,P10->P17->P26,47.43,0.263,0
N115,0.757,0.729,0.743,Normal,0.609,70,50.64,49.1,4.218,P4->P19->P28,25.68,0.312,0
N145,0.64,0.945,0.792,Normal,0.748,53,66.4,37.68,4.456,P3->P13->P21,53.31,0.195,0
N192,0.258,0.793,0.526,Normal,0.01,27,56.02,48.44,1.983,P4->P15->P30,19.64,0.646,0
N141,0.978,0.282,0.63,Data Tampering,0.865,30,71.77,36.01,2.164,P9->P20->P25,32.38,0.467,1
N152,0.881,0.329,0.605,Normal,0.92,46,87.25,48.9,3.592,P2->P16->P23,55.05,0.989,0
N182,0.25,0.211,0.23,Data Tampering,0.271,58,56.51,12.51,3.958,P1->P19->P29,57.79,0.632,0
N47,0.444,0.751,0.598,Selective Forwarding,0.312,69,62.53,39.02,1.909,P5->P18->P24,39.36,0.035,0
N32,0.825,0.463,0.644,Normal,0.694,93,62.35,47.97,3.167,P6->P11->P27,36.76,0.504,0
N35,0.513,0.761,0.637,Normal,0.747,26,60.86,20.04,0.54,P3->P16->P27,45.48,0.112,0
N63,0.963,0.873,0.918,Normal,0.708,76,67.37,18.35,1.914,P4->P14->P22,18.15,0.119,0
N28,0.384,0.255,0.32,Packet Drop,0.141,18,73.64,26.1,1.89,P5->P16->P29,20.42,0.61,0
N155,0.573,0.49,0.532,Normal,0.874,20,72.12,35.94,2.19,P6->P20->P24,5.66,0.016,0
N184,0.828,0.212,0.52,Normal,0.774,12,59.4,20.44,1.16,P9->P13->P22,25.21,0.092,0
N47,0.738,0.947,0.842,Selective Forwarding,0.673,70,56.81,7.95,1.062,P3->P11->P27,50.34,0.813,1
N78,0.934,0.436,0.685,Normal,0.128,32,86.34,14.64,4.402,P5->P14->P27,48.45,0.076,0
N63,0.633,0.623,0.628,Normal,0.873,95,84.65,47.82,4.021,P1->P17->P22,3.02,0.227,0
N46,0.305,0.612,0.458,Packet Drop,0.254,25,53.76,7.08,3.883,P2->P13->P22,29.9,0.829,0
N30,0.922,0.795,0.858,Data Tampering,0.983,62,91.34,27.78,4.44,P10->P18->P28,6.24,0.58,1
N85,0.493,0.783,0.638,Normal,0.545,82,53.71,41.47,0.576,P10->P18->P26,16.03,0.802,0
N142,0.64,0.485,0.562,Packet Drop,0.468,12,92.29,19.51,3.845,P9->P12->P29,44.62,0.551,0
N122,0.856,0.435,0.646,Packet Drop,0.088,17,65.18,20.93,3.441,P5->P13->P22,28.03,0.381,0
N25,0.673,0.913,0.793,Normal,0.778,40,69.28,39.91,1.171,P4->P17->P22,30.1,0.028,0
N12,0.369,0.214,0.292,Normal,0.369,48,73.79,8.39,4.487,P3->P14->P30,52.81,0.146,0
N129,0.368,0.93,0.649,Normal,0.315,84,87.91,40.97,3.032,P10->P19->P22,11.89,0.529,0
N194,0.659,0.729,0.694,Data Tampering,0.787,54,66.18,24.06,3.553,P3->P11->P26,20.14,0.816,1
N110,0.95,0.719,0.834,Normal,0.294,16,67.32,13.0,3.739,P9->P19->P27,58.41,0.974,0
N144,0.458,0.223,0.34,Normal,0.834,90,83.41,30.51,3.981,P10->P20->P21,59.61,0.064,0
N53,0.336,0.781,0.558,Normal,0.844,28,73.23,28.3,2.075,P4->P20->P28,11.61,0.635,0
N56,0.923,0.359,0.641,Normal,0.792,37,53.75,36.7,2.211,P5->P20->P21,15.16,0.837,0
N107,0.88,0.815,0.847,Normal,0.759,85,80.66,7.39,2.128,P7->P18->P25,19.03,0.846,0
N105,0.677,0.98,0.828,Normal,0.652,93,54.5,9.6,1.926,P6->P19->P29,0.03,0.252,0
N156,0.99,0.688,0.839,Normal,0.322,83,52.44,46.77,1.946,P3->P20->P25,14.98,0.768,0
N117,0.719,0.714,0.716,Normal,0.072,72,80.03,21.87,4.495,P3->P20->P22,45.18,0.543,0
N134,0.768,0.514,0.641,Normal,0.109,34,91.84,46.31,1.651,P3->P14->P28,10.07,0.117,0
N177,0.294,0.38,0.337,Normal,0.259,35,72.97,28.19,4.036,P1->P16->P23,20.88,0.832,0
N13,0.775,0.896,0.836,Normal,0.301,25,64.98,27.43,3.13,P3->P18->P29,7.88,0.368,0
N16,0.963,0.211,0.587,Packet Drop,0.222,86,84.69,43.27,4.902,P6->P13->P30,15.4,0.858,0
N169,0.738,0.87,0.804,Data Tampering,0.321,98,99.95,18.94,4.231,P2->P14->P23,38.06,0.904,0
N32,0.362,0.558,0.46,Data Tampering,0.439,30,84.32,12.02,2.859,P2->P18->P27,13.67,0.945,0
N195,0.628,0.811,0.72,Normal,0.995,57,65.97,38.46,2.445,P7->P14->P26,10.42,0.938,0
N96,0.845,0.995,0.92,Normal,0.568,70,58.0,48.29,2.017,P9->P18->P22,24.37,0.87,0
N1,0.646,0.824,0.735,Packet Drop,0.42,33,90.3,38.8,2.921,P2->P17->P21,40.59,0.743,0
N73,0.752,0.661,0.706,Normal,0.824,14,79.48,5.58,3.293,P9->P19->P30,31.81,0.796,0
N176,0.329,0.793,0.561,Normal,0.727,57,79.17,38.47,4.12,P7->P20->P23,3.76,0.424,0
N64,0.817,0.334,0.576,Normal,0.917,39,61.08,41.75,3.277,P7->P12->P29,49.71,0.857,0
N111,0.356,0.729,0.542,Normal,0.905,11,92.44,43.81,0.527,P6->P15->P28,23.73,0.225,0
N134,0.283,0.517,0.4,Normal,0.504,48,92.81,19.0,4.485,P5->P15->P28,25.25,0.721,0
N188,0.703,0.954,0.828,Normal,0.029,27,56.63,23.69,3.432,P9->P12->P23,11.13,0.286,0
N61,0.848,0.845,0.846,Packet Drop,0.831,48,74.38,48.01,4.508,P3->P19->P21,4.14,0.033,1
N194,0.859,0.575,0.717,Normal,0.78,73,71.36,23.65,3.635,P1->P20->P27,45.56,0.963,0
N66,0.971,0.994,0.982,Normal,0.284,60,62.84,38.51,2.923,P3->P16->P27,37.37,0.485,0
N166,0.397,0.939,0.668,Normal,0.667,79,73.27,12.24,4.382,P4->P18->P23,43.02,0.231,0
N82,0.278,0.816,0.547,Normal,0.699,52,66.86,6.76,1.591,P9->P20->P30,52.34,0.305,0
N186,0.803,0.69,0.746,Sybil Attack,0.782,69,63.24,23.54,1.949,P1->P17->P22,12.85,0.535,1
N167,0.661,0.778,0.72,Sybil Attack,0.212,54,97.61,12.73,4.447,P2->P15->P24,21.63,0.238,0
N16,0.988,0.524,0.756,Normal,0.806,26,64.68,20.16,1.014,P6->P13->P25,22.05,0.48,0
N66,0.852,0.503,0.678,Normal,0.617,51,65.56,17.92,4.824,P1->P12->P29,4.7,0.737,0
N122,0.82,0.561,0.69,Packet Drop,0.741,64,60.24,33.37,3.006,P5->P11->P22,41.7,0.233,1
N15,0.677,0.221,0.449,Normal,0.549,25,84.93,31.7,3.923,P2->P13->P30,32.19,0.781,0
N189,0.486,0.462,0.474,Data Tampering,0.836,18,60.83,41.67,3.469,P10->P19->P21,39.77,0.524,1
N1,0.877,0.898,0.888,Packet Drop,0.572,48,54.0,28.94,0.943,P1->P14->P23,27.34,0.97,1
N144,0.515,0.235,0.375,Normal,0.349,18,97.2,10.64,1.146,P5->P13->P22,27.65,0.68,0
N88,0.258,0.494,0.376,Normal,0.382,66,89.85,13.14,3.822,P7->P16->P23,27.99,0.677,0
N81,0.686,0.832,0.759,Data Tampering,0.336,38,92.75,16.97,4.07,P8->P12->P25,5.68,0.419,0
N188,0.894,0.404,0.649,Selective Forwarding,0.71,89,71.17,9.58,0.915,P8->P18->P26,30.81,0.528,1
N18,0.719,0.467,0.593,Normal,0.595,67,90.11,42.67,2.069,P1->P13->P22,52.96,0.728,0
N123,0.471,0.949,0.71,Sybil Attack,0.627,87,87.71,48.53,1.862,P4->P16->P25,18.12,0.442,1
N4,0.532,0.59,0.561,Normal,0.162,57,84.78,6.63,2.569,P1->P16->P30,55.81,0.39,0
N36,0.221,0.654,0.438,Normal,0.413,82,50.36,41.17,4.399,P10->P18->P30,30.43,0.397,0
N170,0.723,0.937,0.83,Data Tampering,0.486,67,72.97,27.35,2.643,P3->P17->P24,29.28,0.17,0
N183,0.445,0.436,0.44,Normal,0.455,91,66.32,41.85,1.133,P5->P13->P21,44.1,0.761,0
N51,0.717,0.715,0.716,Normal,0.696,65,64.0,48.66,1.357,P9->P16->P27,12.56,0.664,0
N86,0.663,0.896,0.78,Packet Drop,0.432,72,55.83,9.17,4.043,P7->P16->P22,20.88,0.348,0
N159,0.869,0.516,0.692,Data Tampering,0.711,51,59.96,48.16,3.28,P3->P16->P25,41.75,0.686,1
N89,0.586,0.848,0.717,Normal,0.994,70,57.8,15.94,3.336,P9->P12->P24,51.3,0.577,0
N188,0.318,0.262,0.29,Normal,0.05,39,53.29,5.77,1.532,P8->P18->P24,29.25,0.171,0
N47,0.426,0.578,0.502,Normal,0.627,65,87.79,32.92,3.485,P1->P17->P29,58.77,0.324,0
N87,0.385,0.427,0.406,Normal,0.34,71,62.01,9.82,0.527,P10->P20->P21,30.01,0.361,0
N200,0.705,0.819,0.762,Packet Drop,0.167,16,89.67,29.31,1.952,P1->P13->P30,33.23,0.494,0
N80,0.916,0.514,0.715,Normal,0.324,96,63.96,48.03,1.054,P9->P16->P29,25.78,0.956,0
N76,0.657,0.426,0.542,Normal,0.466,67,69.23,49.68,4.779,P5->P11->P21,44.21,0.272,0
N151,0.556,0.319,0.438,Normal,0.223,13,62.63,17.97,3.282,P10->P16->P27,0.53,0.727,0
N110,0.834,0.511,0.672,Normal,0.423,30,60.38,37.58,2.581,P6->P18->P22,9.76,0.242,0
N187,0.232,0.729,0.48,Sybil Attack,0.575,70,61.74,15.43,4.507,P3->P18->P30,29.71,0.033,1
N109,0.31,0.516,0.413,Normal,0.197,68,94.59,49.81,0.713,P1->P17->P23,47.61,0.713,0
N167,0.381,0.598,0.49,Normal,0.245,90,50.91,46.79,2.223,P4->P17->P22,50.4,0.176,0
N114,0.65,0.551,0.6,Packet Drop,0.281,27,57.58,5.23,1.184,P10->P13->P28,57.02,0.072,0
N19,0.248,0.539,0.394,Normal,0.896,62,95.99,36.8,3.996,P7->P18->P30,21.35,0.927,0
N94,0.31,0.387,0.349,Normal,0.118,57,94.23,43.45,4.029,P6->P13->P23,27.02,0.06,0
N8,0.862,0.356,0.609,Normal,0.473,68,84.55,39.89,3.282,P4->P18->P23,23.25,0.732,0
N167,0.608,0.782,0.695,Packet Drop,0.419,63,71.65,38.89,4.398,P2->P18->P25,10.77,0.079,0
N196,0.891,0.279,0.585,Normal,0.603,94,55.91,9.44,4.985,P8->P17->P23,21.59,0.09,0
N2,0.97,0.643,0.806,Normal,0.981,45,55.17,18.7,2.084,P9->P13->P24,55.04,0.609,0
N195,0.805,0.526,0.666,Normal,0.877,62,58.1,47.66,3.141,P5->P20->P28,41.23,0.19,0
N10,0.781,0.508,0.645,Sybil Attack,0.918,21,75.14,40.06,0.908,P9->P20->P29,12.91,0.79,1
N59,0.69,0.336,0.513,Selective Forwarding,0.705,81,81.16,24.75,3.871,P1->P15->P21,55.45,0.964,1
N137,0.732,0.587,0.66,Normal,0.47,38,92.71,31.24,1.136,P2->P14->P23,32.85,0.759,0
N189,0.31,0.84,0.575,Sybil Attack,0.635,31,52.8,25.02,4.603,P2->P19->P22,8.73,0.695,1
N144,0.532,0.729,0.631,Normal,0.33,61,74.1,19.75,1.818,P9->P11->P26,56.37,0.171,0
N193,0.306,0.345,0.326,Selective Forwarding,0.907,95,59.92,11.61,3.034,P7->P14->P27,43.8,0.527,1
N106,0.61,0.795,0.702,Normal,0.566,85,51.33,18.15,3.396,P1->P17->P30,8.31,0.87,0
N75,0.936,0.224,0.58,Normal,0.432,67,61.22,15.59,3.125,P8->P11->P23,23.01,0.199,0
N45,0.674,0.514,0.594,Data Tampering,0.972,15,80.45,30.54,3.796,P8->P18->P30,37.58,0.399,1
N95,0.608,0.42,0.514,Normal,0.963,83,71.9,38.91,2.348,P10->P14->P21,41.93,0.846,0
N131,0.211,0.458,0.334,Normal,0.212,29,98.35,32.46,2.188,P4->P19->P23,56.69,0.477,0
N103,0.414,0.946,0.68,Normal,0.384,19,77.26,38.46,1.803,P3->P20->P27,36.61,0.953,0
N54,0.754,0.606,0.68,Normal,0.889,69,71.66,45.48,0.773,P2->P17->P28,50.33,0.418,0
N189,0.376,0.382,0.379,Sybil Attack,0.138,24,52.22,26.83,4.32,P10->P16->P22,41.28,0.872,0
N135,0.799,0.206,0.503,Normal,0.911,11,68.11,21.44,1.363,P8->P19->P22,28.59,0.769,0
N170,0.856,0.613,0.734,Packet Drop,0.723,64,81.29,11.86,4.81,P3->P12->P25,35.42,0.624,1
N37,0.41,0.71,0.56,Sybil Attack,0.11,67,96.14,34.33,3.555,P10->P16->P30,8.14,0.458,0
N70,0.359,0.842,0.6,Selective Forwarding,0.841,58,70.19,33.58,1.225,P6->P19->P27,13.73,0.183,1
N78,0.612,0.973,0.792,Normal,0.867,16,55.95,42.08,1.178,P5->P20->P23,32.02,0.118,0
N32,0.218,0.356,0.287,Normal,0.612,65,93.65,49.92,3.384,P10->P16->P27,40.36,0.41,0
N128,0.724,0.729,0.726,Packet Drop,0.895,47,85.5,45.15,4.346,P8->P20->P22,52.24,0.966,1
N106,0.788,0.73,0.759,Data Tampering,0.291,90,74.79,37.46,3.993,P1->P11->P22,53.1,0.244,0
N63,0.237,0.803,0.52,Packet Drop,0.239,89,74.71,37.94,4.346,P8->P19->P21,38.28,0.721,0
N21,0.653,0.592,0.622,Packet Drop,0.818,98,65.72,10.94,4.385,P9->P17->P25,49.86,0.514,1
N11,0.261,0.915,0.588,Sybil Attack,0.901,19,58.07,13.99,1.612,P7->P20->P29,5.16,0.253,1
N75,0.422,0.309,0.366,Normal,0.376,29,72.21,19.04,2.683,P5->P12->P23,41.83,0.26,0
N105,0.482,0.861,0.672,Normal,0.468,12,75.84,38.03,3.547,P8->P15->P30,6.5,0.034,0
N100,0.901,0.375,0.638,Normal,0.869,63,90.66,45.84,3.429,P7->P13->P30,40.63,0.583,0
N17,0.51,0.22,0.365,Normal,0.58,37,73.17,30.25,4.677,P3->P19->P23,50.78,0.556,0
N122,0.739,0.512,0.626,Data Tampering,0.073,79,72.29,40.78,4.744,P2->P19->P22,16.14,0.342,0
N45,0.597,0.873,0.735,Normal,0.517,98,96.49,22.81,2.569,P5->P18->P29,52.41,0.002,0
N150,0.942,0.536,0.739,Packet Drop,0.477,66,85.29,14.36,2.058,P1->P18->P23,45.72,0.614,0
N13,0.49,0.217,0.354,Normal,0.935,75,96.69,22.05,1.21,P8->P14->P21,27.79,0.514,0
N165,0.39,0.47,0.43,Packet Drop,0.787,38,65.55,14.05,1.774,P9->P14->P21,57.08,0.29,1
N93,0.465,0.806,0.636,Packet Drop,0.68,92,85.02,13.07,4.34,P7->P20->P26,31.62,0.237,1
N29,0.317,0.792,0.554,Packet Drop,0.28,44,54.64,34.1,3.271,P1->P20->P27,37.59,0.804,0
N105,0.49,0.517,0.504,Sybil Attack,0.287,89,69.06,23.42,4.195,P10->P11->P29,18.41,0.098,0
N173,0.427,0.626,0.526,Normal,0.884,76,91.96,31.66,0.84,P2->P20->P29,55.78,0.272,0
N82,0.787,0.456,0.622,Normal,0.944,47,60.64,32.07,1.128,P3->P13->P23,0.66,0.411,0
N199,0.952,0.363,0.658,Data Tampering,0.351,47,84.43,6.87,0.946,P7->P13->P28,51.84,0.261,0
N62,0.372,0.711,0.542,Packet Drop,0.825,40,63.75,48.51,3.471,P2->P12->P29,19.6,0.905,1
N8,0.956,0.236,0.596,Normal,0.841,91,66.29,30.27,4.396,P2->P11->P26,7.08,0.575,0
N108,0.844,0.345,0.594,Normal,0.948,45,74.65,11.27,2.564,P8->P16->P21,16.78,0.4,0
N189,0.717,0.332,0.524,Normal,0.558,54,80.67,49.94,3.523,P2->P12->P25,24.31,0.033,0
N98,0.348,0.206,0.277,Data Tampering,0.583,64,61.36,25.31,4.02,P3->P14->P26,30.23,0.505,1
N153,0.32,0.893,0.606,Normal,0.863,85,67.88,29.35,3.874,P6->P16->P30,59.66,0.802,0
N63,0.818,0.271,0.544,Normal,0.085,78,52.3,15.19,1.252,P3->P13->P21,27.03,0.837,0
N42,0.422,0.451,0.436,Normal,0.167,57,79.25,30.2,4.391,P7->P15->P24,44.88,0.876,0
N168,0.266,0.744,0.505,Packet Drop,0.54,57,57.56,33.73,1.215,P10->P11->P29,54.79,0.755,1
N145,0.903,0.691,0.797,Packet Drop,0.942,58,57.52,19.17,2.393,P5->P18->P28,13.19,0.817,1
N11,0.69,0.226,0.458,Data Tampering,0.717,51,73.45,40.58,2.64,P3->P12->P28,0.88,0.409,1
N66,0.647,0.822,0.734,Sybil Attack,0.429,38,99.63,10.52,2.306,P10->P18->P27,33.65,0.507,0
N86,0.927,0.951,0.939,Normal,0.307,69,89.12,38.87,1.367,P3->P19->P23,18.41,0.617,0
N165,0.463,0.278,0.371,Normal,0.719,92,89.57,6.7,0.773,P9->P19->P30,40.55,0.886,0
N196,0.806,0.781,0.794,Normal,0.837,77,68.03,32.89,3.693,P2->P11->P27,21.84,0.802,0
N16,0.404,0.565,0.484,Normal,0.287,78,61.89,29.82,4.952,P6->P15->P22,27.33,0.257,0
N38,0.561,0.551,0.556,Normal,0.865,44,86.95,8.64,3.637,P4->P13->P21,26.5,0.147,0
N113,0.943,0.983,0.963,Normal,0.597,76,97.66,25.77,3.899,P6->P16->P26,21.85,0.965,0
N55,0.62,0.915,0.768,Normal,0.458,16,62.13,6.63,3.005,P4->P17->P21,42.43,0.461,0
N77,0.26,0.645,0.452,Packet Drop,0.236,80,64.15,18.74,3.597,P2->P11->P21,50.15,0.358,0
N68,0.415,0.545,0.48,Normal,0.664,33,89.11,12.57,4.093,P8->P18->P22,57.62,0.987,0
N28,0.641,0.293,0.467,Normal,0.338,18,83.75,7.01,3.63,P8->P16->P26,50.94,0.102,0
N200,0.529,0.88,0.704,Selective Forwarding,0.862,63,95.34,37.67,1.696,P3->P16->P23,6.19,0.595,1
N111,0.979,0.252,0.615,Normal,0.512,76,77.22,44.95,2.866,P5->P14->P28,40.66,0.053,0
N158,0.987,0.669,0.828,Normal,0.501,89,92.41,20.27,4.252,P7->P12->P30,36.33,0.8,0
N199,0.647,0.769,0.708,Selective Forwarding,0.426,77,64.42,43.28,4.164,P3->P20->P26,41.05,0.058,0
N155,0.294,0.49,0.392,Normal,0.942,26,72.38,45.0,1.817,P3->P11->P23,57.9,0.86,0
N17,0.94,0.906,0.923,Packet Drop,0.694,81,92.85,38.85,1.325,P10->P12->P24,8.37,0.379,1
N115,0.937,0.253,0.595,Normal,0.856,70,50.72,35.71,3.041,P8->P17->P22,13.22,0.002,0
N19,0.549,0.64,0.594,Normal,0.399,65,63.29,11.49,2.035,P4->P16->P21,36.74,0.192,0
N127,0.953,0.7,0.826,Normal,0.555,71,75.41,27.41,4.206,P5->P15->P30,2.44,0.505,0
N186,0.312,0.378,0.345,Normal,0.585,65,87.79,29.47,4.876,P5->P15->P29,50.36,0.769,0
N43,0.824,0.902,0.863,Packet Drop,0.638,73,70.51,12.77,0.523,P10->P16->P26,40.57,0.368,1
N187,0.69,0.404,0.547,Normal,0.403,86,85.3,12.09,3.402,P7->P11->P23,47.43,0.868,0
N115,0.658,0.895,0.776,Packet Drop,0.674,55,92.58,27.65,3.025,P1->P12->P21,34.66,0.794,1
N177,0.364,0.686,0.525,Packet Drop,0.138,88,96.13,17.3,2.967,P1->P19->P27,21.09,0.679,0
N102,0.346,0.367,0.356,Data Tampering,0.368,82,55.09,41.8,2.989,P10->P12->P21,1.87,0.489,0
N107,0.29,0.858,0.574,Data Tampering,0.23,65,81.1,41.6,2.983,P4->P20->P21,54.38,0.675,0
N112,0.501,0.275,0.388,Normal,0.519,72,62.18,31.94,4.052,P1->P20->P26,22.7,0.532,0
N67,0.983,0.595,0.789,Packet Drop,0.825,72,57.03,5.67,2.132,P6->P19->P27,28.45,0.519,1
N90,0.534,0.896,0.715,Normal,0.382,35,54.22,34.7,1.987,P10->P14->P30,10.86,0.097,0
N173,0.376,0.577,0.476,Normal,0.69,18,50.28,32.95,4.968,P3->P14->P27,53.48,0.662,0
N61,0.398,0.621,0.51,Normal,0.656,99,60.42,9.36,1.799,P2->P19->P26,47.1,0.255,0
N70,0.263,0.245,0.254,Normal,0.464,57,77.23,43.52,3.149,P10->P18->P29,44.9,0.968,0
N140,0.266,0.622,0.444,Normal,0.237,71,90.52,48.11,1.671,P4->P18->P27,0.52,0.691,0
N126,0.662,0.981,0.822,Normal,0.451,67,55.82,6.22,3.133,P2->P12->P25,17.71,0.53,0
N13,0.552,0.864,0.708,Sybil Attack,0.107,76,68.76,39.42,3.676,P5->P15->P30,25.09,0.381,0
N175,0.86,0.247,0.554,Normal,0.36,97,60.24,13.18,1.234,P9->P15->P27,23.09,0.183,0
N182,0.45,0.822,0.636,Normal,0.679,20,56.63,40.2,4.851,P5->P18->P27,20.98,0.142,0
N63,0.921,0.259,0.59,Packet Drop,0.885,31,90.23,29.96,4.14,P4->P17->P28,33.32,0.633,1
N61,0.807,0.853,0.83,Normal,0.225,77,80.1,32.33,3.714,P7->P20->P30,2.38,0.122,0
N121,0.24,0.267,0.254,Normal,0.214,12,56.88,22.57,1.642,P8->P16->P30,49.53,0.013,0
N1,0.333,0.694,0.514,Data Tampering,0.01,96,94.48,38.65,4.367,P2->P19->P28,14.6,0.336,0
N117,0.325,0.752,0.538,Normal,0.759,70,54.21,33.57,4.671,P5->P19->P28,9.05,0.819,0
N42,0.338,0.721,0.53,Normal,0.49,87,95.69,10.57,1.349,P9->P14->P25,28.16,0.881,0
N147,0.809,0.986,0.898,Packet Drop,0.359,76,74.78,29.18,1.683,P8->P18->P23,33.84,0.496,0
N189,0.218,0.329,0.274,Normal,0.167,48,86.03,20.35,3.045,P1->P15->P26,13.29,0.073,0
N27,0.832,0.5,0.666,Normal,0.288,96,95.12,42.29,1.226,P10->P11->P28,24.18,0.231,0
N3,0.299,0.565,0.432,Normal,0.105,93,56.86,27.42,3.054,P5->P17->P28,50.07,0.983,0
N187,0.822,0.791,0.806,Normal,0.986,40,53.05,7.67,4.746,P6->P18->P25,39.19,0.484,0
N188,0.878,0.548,0.713,Normal,0.079,66,59.88,26.43,4.377,P2->P16->P22,21.68,0.322,0
N177,0.526,0.565,0.546,Normal,0.749,48,69.89,9.76,4.472,P1->P17->P24,11.65,0.327,0
N106,0.716,0.945,0.83,Normal,0.87,30,72.04,43.54,2.306,P8->P18->P22,59.09,0.884,0
